,invoice_id,cust_number,name_customer,Industry_Sector,buisness_year,issue_date,due_in_date,invoice_currency,total_open_amount,clear_date,isOpen,Ground_Truth,issue_date_format,due_in_date_format,clear_date_format,time_taken_for_payment,payment_category,sector_format,no_of_days_for_due_pay,US_Dollars,no_of_early_pays,avg_of_early_pays,no_of_OnTime_pays,avg_of_OnTime_pays,no_of_late_pays,avg_of_late_pays,no_of_VeryLate_pays,avg_of_VeryLate_pays,no_of_CriticallyLate_pays,avg_of_CriticallyLate_pays
118,1929927951.0,200726979,BJ'S  systems,,2019,9/27/19,20191012,USD,2211.63,10/15/19 0:00,0,,2019-09-27,2019-10-12,2019-10-15,3.0,Late,AllSectors,15,2211.63,0,0.0,16,7679.2453416149065,16,11872.334161490684,0,0.0,0,0.0
119,1928838009.0,200772595,SAFEW corporation,,2019,2/21/19,20190427,USD,2588.65,4/29/19 0:00,0,,2019-02-21,2019-04-27,2019-04-29,2.0,Late,AllSectors,65,2588.65,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
120,1929071770.0,200772670,ASSOCIAT trust,,2019,04/02/19,20190417,USD,99608.36,4/18/19 0:00,0,,2019-04-02,2019-04-17,2019-04-18,1.0,Late,AllSectors,15,99608.36,3,55643.96129032257,1,24573.22727272727,2,33467.08095238095,0,0.0,0,0.0
121,1928977255.0,200769623,WAL-MAR associates,Retail,2019,3/19/19,20190403,USD,16982.59,04/01/19 0:00,0,,2019-03-19,2019-04-03,2019-04-01,-2.0,Early,Retail,15,16982.59,33,17396.346223564953,0,0.0,7,20161.547887323944,1,791.8272727272727,0,0.0
122,1929540585.0,200781803,JRD us,,2019,6/25/19,20190715,USD,1721.07,7/15/19 0:00,0,,2019-06-25,2019-07-15,2019-07-15,0.0,OnTime,AllSectors,20,1721.07,0,0.0,1,10134.545454545454,0,0.0,0,0.0,0,0.0
123,1929970361.0,200744019,TARG ,,2019,10/06/19,20191021,USD,13533.21,10/23/19 0:00,0,,2019-10-06,2019-10-21,2019-10-23,2.0,Late,AllSectors,15,13533.21,3,22686.08387096774,0,0.0,8,33575.641975308645,0,0.0,0,0.0
124,1929928863.0,200769623,WAL-MAR ,Retail,2019,9/29/19,20191014,USD,3225.75,10/15/19 0:00,0,,2019-09-29,2019-10-14,2019-10-15,1.0,Late,Retail,15,3225.75,109,24251.933822181476,1,11085.927272727273,19,22865.912565445025,1,791.8272727272727,0,0.0
125,1929706222.0,200719839,ASSOCI in,,2019,08/07/19,20191105,USD,1172.53,11/04/19 0:00,0,,2019-08-07,2019-11-05,2019-11-04,-1.0,Early,AllSectors,90,1172.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126,1929050378.0,200794332,COST ,,2019,3/29/19,20190413,USD,32944.47,04/12/19 0:00,0,,2019-03-29,2019-04-13,2019-04-12,-1.0,Early,AllSectors,15,32944.47,1,9185.49090909091,1,18688.30909090909,2,22460.428571428572,0,0.0,0,0.0
127,1930147567.0,200761734,H E BUT trust,,2019,11/13/19,20191128,USD,11443.14,11/27/19 0:00,0,,2019-11-13,2019-11-28,2019-11-27,-1.0,Early,AllSectors,15,11443.14,5,34554.83137254902,0,0.0,2,22615.490476190476,0,0.0,0,0.0
128,1930389805.0,200966888,BIRD-I ,,2020,01/10/20,20200120,USD,4884.0,1/25/20 0:00,0,,2020-01-10,2020-01-20,2020-01-25,5.0,Late,AllSectors,10,4884.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
129,1928923101.0,200782001,GORDO ,,2019,03/07/19,20190322,USD,38182.86,3/26/19 0:00,0,,2019-03-07,2019-03-22,2019-03-26,4.0,Late,AllSectors,15,38182.86,0,0.0,0,0.0,1,1447.2363636363636,0,0.0,0,0.0
130,2960541584.0,140118168,RONALD co,,2019,4/30/19,20190531,CAD,24960.0,5/31/19 0:00,0,,2019-04-30,2019-05-31,2019-05-31,0.0,OnTime,AllSectors,31,18220.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
132,1930267709.0,200331749,SYSC systems,,2019,12/12/19,20191227,USD,17710.21,12/31/19 0:00,0,,2019-12-12,2019-12-27,2019-12-31,4.0,Late,AllSectors,15,17710.21,0,0.0,0,0.0,4,19047.092682926832,0,0.0,0,0.0
133,1928661972.0,200418007,AM systems,,2019,1/24/19,20190208,USD,7790.06,2/26/19 0:00,0,,2019-01-24,2019-02-08,2019-02-26,18.0,Late,AllSectors,15,7790.06,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
134,1929581970.0,200772595,SAFEW us,,2019,07/06/19,20190721,USD,48577.93,7/23/19 0:00,0,,2019-07-06,2019-07-21,2019-07-23,2.0,Late,AllSectors,15,48577.93,0,0.0,1,39251.64545454545,2,2315.7761904761905,0,0.0,0,0.0
136,1928748491.0,200769623,WAL-MAR co,Retail,2019,02/06/19,20190221,USD,316.8,2/19/19 0:00,0,,2019-02-06,2019-02-21,2019-02-19,-2.0,Early,Retail,15,316.8,19,16827.802617801044,0,0.0,4,25216.339024390247,1,791.8272727272727,0,0.0
139,1929640795.0,200020431,DEC ,,2019,7/19/19,20190723,USD,1867.12,7/24/19 0:00,0,,2019-07-19,2019-07-23,2019-07-24,1.0,Late,AllSectors,4,1867.12,1,14969.072727272725,0,0.0,0,0.0,0,0.0,0,0.0
140,1930546685.0,200794332,COST systems,,2020,2/21/20,20200426,USD,1715.7,03/06/20 0:00,0,,2020-02-21,2020-04-26,2020-03-06,-51.0,Early,AllSectors,65,1715.7,12,36769.79421487603,6,17617.65081967213,6,17036.001639344267,0,0.0,0,0.0
141,1929498900.0,200900909,SYSCO ,,2019,6/19/19,20190704,USD,31309.71,07/09/19 0:00,0,,2019-06-19,2019-07-04,2019-07-09,5.0,Late,AllSectors,15,31309.71,0,0.0,0,0.0,4,11259.351219512195,0,0.0,0,0.0
142,1930189164.0,200705742,DOT associates,,2019,11/25/19,20191229,USD,94490.93,12/10/19 0:00,0,,2019-11-25,2019-12-29,2019-12-10,-19.0,Early,AllSectors,34,94490.93,8,21181.500000000004,4,8064.297560975611,2,15912.309523809523,0,0.0,0,0.0
143,1930401180.0,200769623,WAL-MAR systems,Retail,2020,1/15/20,20200130,USD,6663.09,1/27/20 0:00,0,,2020-01-15,2020-01-30,2020-01-27,-3.0,Early,Retail,15,6663.09,168,23888.336287923845,1,11085.927272727273,30,23649.7976744186,1,791.8272727272727,0,0.0
144,1928833837.0,CCCA02,KRAFT  corporation,,2019,2/22/19,20190329,USD,16245.14,3/29/19 0:00,0,,2019-02-22,2019-03-29,2019-03-29,0.0,OnTime,AllSectors,35,16245.14,1,7003.636363636363,0,0.0,1,20640.0,0,0.0,0,0.0
145,1930476884.0,200744019,TARG corp,,2020,02/06/20,20200221,USD,46665.92,2/21/20 0:00,0,,2020-02-06,2020-02-21,2020-02-21,0.0,OnTime,AllSectors,15,46665.92,3,22686.08387096774,0,0.0,10,28943.765346534656,0,0.0,0,0.0
146,1928708954.0,200744019,TARG llc,,2019,1/31/19,20190215,USD,20463.04,2/19/19 0:00,0,,2019-01-31,2019-02-15,2019-02-19,4.0,Late,AllSectors,15,20463.04,0,0.0,0,0.0,2,66636.0476190476,0,0.0,0,0.0
147,1929725793.0,200759878,SA associates,,2019,08/09/19,20190824,USD,26097.25,8/27/19 0:00,0,,2019-08-09,2019-08-24,2019-08-27,3.0,Late,AllSectors,15,26097.25,0,0.0,4,67404.30731707318,12,36108.741322314054,0,0.0,0,0.0
149,1929956074.0,200739534,OK ,,2019,10/02/19,20191017,USD,19190.96,10/18/19 0:00,0,,2019-10-02,2019-10-17,2019-10-18,1.0,Late,AllSectors,15,19190.96,0,0.0,0,0.0,1,47228.55454545454,0,0.0,0,0.0
150,1929206084.0,200592182,DECA foundation,,2019,4/25/19,20190426,USD,7642.71,4/25/19 0:00,0,,2019-04-25,2019-04-26,2019-04-25,-1.0,Early,AllSectors,1,7642.71,1,3725.681818181818,0,0.0,0,0.0,0,0.0,0,0.0
151,1929248983.0,200229974,DARDEN D corp,,2019,05/02/19,20190517,USD,22759.63,5/15/19 0:00,0,,2019-05-02,2019-05-17,2019-05-15,-2.0,Early,AllSectors,15,22759.63,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
152,1930208800.0,200705742,DOT associates,,2019,12/05/19,20191220,USD,1683.46,12/20/19 0:00,0,,2019-12-05,2019-12-20,2019-12-20,0.0,OnTime,AllSectors,15,1683.46,9,29237.481318681323,4,8064.297560975611,2,15912.309523809523,0,0.0,0,0.0
153,1929378721.0,200803720,DEC llc,,2019,5/25/19,20190526,USD,320.06,5/25/19 0:00,0,,2019-05-25,2019-05-26,2019-05-25,-1.0,Early,AllSectors,1,320.06,4,4547.639024390244,0,0.0,0,0.0,0,0.0,0,0.0
154,2960544831.0,140105847,GORDON F llc,,2019,05/01/19,20190512,CAD,33523.0,5/13/19 0:00,0,,2019-05-01,2019-05-12,2019-05-13,1.0,Late,AllSectors,11,24471.79,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
155,1930410307.0,200769623,WAL-MAR corp,Retail,2020,1/17/20,20200201,USD,7040.6,02/03/20 0:00,0,,2020-01-17,2020-02-01,2020-02-03,2.0,Late,Retail,15,7040.6,169,23786.472028385564,1,11085.927272727273,30,23649.7976744186,1,791.8272727272727,0,0.0
156,1930272033.0,200965912,C&S W llc,,2019,12/13/19,20191228,USD,45235.58,12/30/19 0:00,0,,2019-12-13,2019-12-28,2019-12-30,2.0,Late,AllSectors,15,45235.58,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
157,1928557628.0,200759878,SA ,,2019,01/04/19,20190119,USD,13873.43,1/22/19 0:00,0,,2019-01-04,2019-01-19,2019-01-22,3.0,Late,AllSectors,15,13873.43,0,0.0,0,0.0,1,32017.60909090909,0,0.0,0,0.0
158,1929209707.0,200772670,ASSOCIAT ,,2019,4/25/19,20190510,USD,61001.54,5/13/19 0:00,0,,2019-04-25,2019-05-10,2019-05-13,3.0,Late,AllSectors,15,61001.54,3,55643.96129032257,1,24573.22727272727,4,57757.97317073171,0,0.0,0,0.0
159,1930558146.0,200769623,WAL-MAR llc,Retail,2020,2/25/20,20200311,USD,17479.1,03/06/20 0:00,0,,2020-02-25,2020-03-11,2020-03-06,-5.0,Early,Retail,15,17479.1,189,24005.209730301423,1,11085.927272727273,37,24627.481940700804,1,791.8272727272727,0,0.0
160,1929871957.0,200769623,WAL-MAR llc,Retail,2019,9/13/19,20190928,USD,28649.56,9/24/19 0:00,0,,2019-09-13,2019-09-28,2019-09-24,-4.0,Early,Retail,15,28649.56,107,23934.431279178323,1,11085.927272727273,18,24033.357458563536,1,791.8272727272727,0,0.0
161,1928598541.0,200780383,MEIJ us,,2019,01/09/19,20190124,USD,46474.49,1/28/19 0:00,0,,2019-01-09,2019-01-24,2019-01-28,4.0,Late,AllSectors,15,46474.49,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
162,1928556577.0,200759878,SA foundation,,2019,01/04/19,20190119,USD,14516.79,1/22/19 0:00,0,,2019-01-04,2019-01-19,2019-01-22,3.0,Late,AllSectors,15,14516.79,0,0.0,0,0.0,1,32017.60909090909,0,0.0,0,0.0
163,1929464440.0,200769623,WAL-MAR foundation,Retail,2019,06/11/19,20190626,USD,16101.13,6/21/19 0:00,0,,2019-06-11,2019-06-26,2019-06-21,-5.0,Early,Retail,15,16101.13,65,20008.224884792628,1,11085.927272727273,12,20537.457851239673,1,791.8272727272727,0,0.0
164,1930135532.0,200769369,DI ,,2019,11/11/19,20191126,USD,15258.5,11/26/19 0:00,0,,2019-11-11,2019-11-26,2019-11-26,0.0,OnTime,AllSectors,15,15258.5,0,0.0,0,0.0,3,37988.92258064516,0,0.0,0,0.0
165,1929961583.0,200769623,WAL-MAR ,Retail,2019,10/05/19,20191020,USD,69527.13,10/15/19 0:00,0,,2019-10-05,2019-10-20,2019-10-15,-5.0,Early,Retail,15,69527.13,116,23574.517398794134,1,11085.927272727273,20,21888.790049751246,1,791.8272727272727,0,0.0
166,1930038380.0,100043936,PAPA JO in,,2019,10/21/19,20191031,USD,15026.34,10/31/19 0:00,0,,2019-10-21,2019-10-31,2019-10-31,0.0,OnTime,AllSectors,10,15026.34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
167,1928559607.0,200726979,BJ'S  ,,2019,01/04/19,20190119,USD,83081.83,1/22/19 0:00,0,,2019-01-04,2019-01-19,2019-01-22,3.0,Late,AllSectors,15,83081.83,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
168,2960551480.0,140106293,ATLANT llc,,2019,5/31/19,20190618,CAD,38.22,6/24/19 0:00,0,,2019-05-31,2019-06-18,2019-06-24,6.0,Late,AllSectors,18,27.900599999999997,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
169,1929143274.0,200794332,COST foundation,,2019,4/16/19,20190501,USD,20557.14,05/01/19 0:00,0,,2019-04-16,2019-05-01,2019-05-01,0.0,OnTime,AllSectors,15,20557.14,2,20499.290476190476,1,18688.30909090909,2,22460.428571428572,0,0.0,0,0.0
170,1929845219.0,200744019,TARG trust,,2019,09/07/19,20190922,USD,37071.97,10/02/19 0:00,0,,2019-09-07,2019-09-22,2019-10-02,10.0,Late,AllSectors,15,37071.97,3,22686.08387096774,0,0.0,7,33083.2014084507,0,0.0,0,0.0
171,1930154343.0,200769623,WAL-MAR us,Retail,2019,11/16/19,20191201,USD,13683.15,11/26/19 0:00,0,,2019-11-16,2019-12-01,2019-11-26,-5.0,Early,Retail,15,13683.15,138,23955.917958001435,1,11085.927272727273,24,24084.290871369296,1,791.8272727272727,0,0.0
172,1929171854.0,200900909,SYSCO trust,,2019,4/18/19,20190503,USD,9481.83,05/06/19 0:00,0,,2019-04-18,2019-05-03,2019-05-06,3.0,Late,AllSectors,15,9481.83,0,0.0,0,0.0,1,685.3363636363636,0,0.0,0,0.0
173,1930559676.0,200726979,BJ'S  systems,,2020,2/23/20,20200309,USD,344.27,03/09/20 0:00,0,,2020-02-23,2020-03-09,2020-03-09,0.0,OnTime,AllSectors,15,344.27,0,0.0,21,6667.830805687203,20,9633.343781094527,0,0.0,0,0.0
174,1929946267.0,200772670,ASSOCIAT ,,2019,10/03/19,20191018,USD,2254.37,10/18/19 0:00,0,,2019-10-03,2019-10-18,2019-10-18,0.0,OnTime,AllSectors,15,2254.37,3,55643.96129032257,3,30144.603225806448,9,44669.94065934066,0,0.0,0,0.0
175,1928798697.0,200726979,BJ'S  trust,,2019,2/14/19,20190301,USD,820.4,03/06/19 0:00,0,,2019-02-14,2019-03-01,2019-03-06,5.0,Late,AllSectors,15,820.4,0,0.0,0,0.0,3,27214.716129032262,0,0.0,0,0.0
176,1928698560.0,100031704,DELHAIZE systems,,2019,1/30/19,20190214,USD,17231.53,03/04/19 0:00,0,,2019-01-30,2019-02-14,2019-03-04,18.0,Late,AllSectors,15,17231.53,1,54502.93636363636,0,0.0,0,0.0,0,0.0,0,0.0
177,1928805869.0,200782001,GORDO us,,2019,2/20/19,20190307,USD,1591.96,3/13/19 0:00,0,,2019-02-20,2019-03-07,2019-03-13,6.0,Late,AllSectors,15,1591.96,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
179,1930410735.0,200759878,SA us,,2020,1/19/20,20200203,USD,38899.31,02/04/20 0:00,0,,2020-01-19,2020-02-03,2020-02-04,1.0,Late,AllSectors,15,38899.31,0,0.0,6,53266.14262295082,22,34235.38823529411,0,0.0,0,0.0
180,1930123212.0,200416837,DEC associates,,2019,11/07/19,20191124,USD,4819.24,11/18/19 0:00,0,,2019-11-07,2019-11-24,2019-11-18,-6.0,Early,AllSectors,17,4819.24,3,1447.625806451613,0,0.0,1,18961.081818181814,0,0.0,0,0.0
181,1929469272.0,200936373,SUPE ,,2019,06/11/19,20190626,USD,95073.2,6/27/19 0:00,0,,2019-06-11,2019-06-26,2019-06-27,1.0,Late,AllSectors,15,95073.2,0,0.0,1,8987.881818181817,1,13536.60909090909,0,0.0,0,0.0
182,1929534962.0,200719300,SYSTEMS co,,2019,6/26/19,20190716,USD,13859.37,7/17/19 0:00,0,,2019-06-26,2019-07-16,2019-07-17,1.0,Late,AllSectors,20,13859.37,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
183,1929024479.0,200416837,DEC us,,2019,3/25/19,20190323,USD,20857.19,3/25/19 0:00,0,,2019-03-25,2019-03-23,2019-03-25,2.0,Late,AllSectors,-2,20857.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
184,1930340699.0,200759878,SA co,,2020,01/02/20,20200117,USD,13768.73,1/21/20 0:00,0,,2020-01-02,2020-01-17,2020-01-21,4.0,Late,AllSectors,15,13768.73,0,0.0,6,53266.14262295082,21,35205.37203791468,0,0.0,0,0.0
185,1929616920.0,200759878,SA in,,2019,7/13/19,20190728,USD,82605.09,7/29/19 0:00,0,,2019-07-13,2019-07-28,2019-07-29,1.0,Late,AllSectors,15,82605.09,0,0.0,3,62629.354838709674,9,29989.127472527474,0,0.0,0,0.0
186,1991834320.0,CC6050,HEIN corporation,,2019,11/01/19,20191216,USD,6377.39,11/24/19 0:00,0,,2019-11-01,2019-12-16,2019-11-24,-22.0,Early,AllSectors,45,6377.39,0,0.0,0,0.0,0,0.0,2,14328.061904761904,0,0.0
187,1930517452.0,200580232,INTERR llc,,2020,02/11/20,20200221,USD,42383.25,2/26/20 0:00,0,,2020-02-11,2020-02-21,2020-02-26,5.0,Late,AllSectors,10,42383.25,0,0.0,1,38537.545454545456,0,0.0,0,0.0,0,0.0
189,1929932462.0,200769623,WAL-MAR co,Retail,2019,9/27/19,20191012,USD,1735.16,10/15/19 0:00,0,,2019-09-27,2019-10-12,2019-10-15,3.0,Late,Retail,15,1735.16,109,24251.933822181476,1,11085.927272727273,18,24033.357458563536,1,791.8272727272727,0,0.0
190,1928601558.0,200555117,BURR corp,,2019,01/11/19,20190126,USD,475.69,1/28/19 0:00,0,,2019-01-11,2019-01-26,2019-01-28,2.0,Late,AllSectors,15,475.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
191,1930161289.0,200772670,ASSOCIAT associates,,2019,11/16/19,20191201,USD,58990.76,12/04/19 0:00,0,,2019-11-16,2019-12-01,2019-12-04,3.0,Late,AllSectors,15,58990.76,3,55643.96129032257,4,23342.107317073172,11,43213.38738738739,0,0.0,0,0.0
192,1930164424.0,200769623,WAL-MAR corporation,Retail,2019,11/19/19,20191204,USD,12591.43,12/06/19 0:00,0,,2019-11-19,2019-12-04,2019-12-06,2.0,Late,Retail,15,12591.43,139,23882.06628324945,1,11085.927272727273,24,24084.290871369296,1,791.8272727272727,0,0.0
194,1929808599.0,200769623,WAL-MAR corporation,Retail,2019,8/30/19,20190914,USD,48398.85,09/10/19 0:00,0,,2019-08-30,2019-09-14,2019-09-10,-4.0,Early,Retail,15,48398.85,105,23926.142721217875,1,11085.927272727273,18,24033.357458563536,1,791.8272727272727,0,0.0
195,1930049347.0,200769623,WAL-MAR corporation,Retail,2019,10/25/19,20191109,USD,14752.57,11/05/19 0:00,0,,2019-10-25,2019-11-09,2019-11-05,-4.0,Early,Retail,15,14752.57,125,23865.680255795356,1,11085.927272727273,22,25025.67285067873,1,791.8272727272727,0,0.0
196,1929011636.0,100032284,KEURIG co,,2019,3/24/19,20190503,USD,8972.99,8/28/19 0:00,0,,2019-03-24,2019-05-03,2019-08-28,117.0,CriticallyLate,AllSectors,40,8972.99,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
198,1929034563.0,200974851,RESTA foundation,,2019,3/26/19,20190410,USD,1686.74,04/10/19 0:00,0,,2019-03-26,2019-04-10,2019-04-10,0.0,OnTime,AllSectors,15,1686.74,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
201,1930189538.0,200769623,WAL-MAR corp,Retail,2019,11/25/19,20191210,USD,22096.07,12/05/19 0:00,0,,2019-11-25,2019-12-10,2019-12-05,-5.0,Early,Retail,15,22096.07,140,23720.48765167736,1,11085.927272727273,25,23626.40796812749,1,791.8272727272727,0,0.0
202,1991822256.0,CC6050,HEIN systems,,2019,2/15/19,20190401,USD,14278.48,06/12/19 0:00,0,,2019-02-15,2019-04-01,2019-06-12,72.0,VeryLate,AllSectors,45,14278.48,0,0.0,0,0.0,0,0.0,1,14373.136363636364,0,0.0
204,1929336201.0,200769623,WAL-MAR us,Retail,2019,5/18/19,20190602,USD,7000.45,5/29/19 0:00,0,,2019-05-18,2019-06-02,2019-05-29,-4.0,Early,Retail,15,7000.45,55,19069.42649727768,1,11085.927272727273,8,17723.343209876544,1,791.8272727272727,0,0.0
205,1929814680.0,200705742,DOT co,,2019,8/30/19,20191003,USD,48806.26,9/16/19 0:00,0,,2019-08-30,2019-10-03,2019-09-16,-17.0,Early,AllSectors,34,48806.26,4,3026.3414634146343,3,8635.535483870968,2,15912.309523809523,0,0.0,0,0.0
206,1930052782.0,200704858,WAKE llc,,2019,10/27/19,20191111,USD,29929.01,12/06/19 0:00,0,,2019-10-27,2019-11-11,2019-12-06,25.0,Late,AllSectors,15,29929.01,2,136292.6761904762,1,15927.381818181815,1,64644.43636363636,0,0.0,0,0.0
207,1930532180.0,200794332,COST in,,2020,2/20/20,20200306,USD,6681.26,03/09/20 0:00,0,,2020-02-20,2020-03-06,2020-03-09,3.0,Late,AllSectors,15,6681.26,12,36769.79421487603,6,17617.65081967213,5,19066.343137254906,0,0.0,0,0.0
208,1929803068.0,200792293,UNIFIE trust,,2019,8/28/19,20190912,USD,19170.69,9/13/19 0:00,0,,2019-08-28,2019-09-12,2019-09-13,1.0,Late,AllSectors,15,19170.69,0,0.0,1,33059.781818181815,1,104058.4,0,0.0,0,0.0
209,1930510996.0,200794332,COST llc,,2020,02/12/20,20200227,USD,98321.98,2/26/20 0:00,0,,2020-02-12,2020-02-27,2020-02-26,-1.0,Early,AllSectors,15,98321.98,11,31224.552252252255,6,17617.65081967213,5,19066.343137254906,0,0.0,0,0.0
210,1929516466.0,200781831,RITE associates,,2019,6/19/19,20190704,USD,89474.22,07/05/19 0:00,0,,2019-06-19,2019-07-04,2019-07-05,1.0,Late,AllSectors,15,89474.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
211,1930185198.0,200769623,WAL-MAR ,Retail,2019,11/23/19,20191208,USD,1244.9,12/04/19 0:00,0,,2019-11-23,2019-12-08,2019-12-04,-4.0,Early,Retail,15,1244.9,139,23882.06628324945,1,11085.927272727273,25,23626.40796812749,1,791.8272727272727,0,0.0
212,1929346234.0,200711029,WEGMAN in,,2019,5/19/19,20190603,USD,19496.39,06/03/19 0:00,0,,2019-05-19,2019-06-03,2019-06-03,0.0,OnTime,AllSectors,15,19496.39,0,0.0,1,5886.863636363636,0,0.0,0,0.0,0,0.0
213,1929951641.0,200936373,SUPE associates,,2019,10/01/19,20191016,USD,136.08,10/17/19 0:00,0,,2019-10-01,2019-10-16,2019-10-17,1.0,Late,AllSectors,15,136.08,0,0.0,2,28117.819047619047,4,69229.46097560978,0,0.0,0,0.0
216,1928594727.0,100033439,WESTI corporation,,2019,01/11/19,20190121,USD,20367.5,1/18/19 0:00,0,,2019-01-11,2019-01-21,2019-01-18,-3.0,Early,AllSectors,10,20367.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
217,2960596502.0,140104340,COLABOR  foundation,,2019,11/27/19,20191209,CAD,58.08,12/12/19 0:00,0,,2019-11-27,2019-12-09,2019-12-12,3.0,Late,AllSectors,12,42.398399999999995,4,35739.81219512195,0,0.0,3,19043.287096774195,1,6162.818181818182,0,0.0
218,1991836688.0,100036060,PANAMEX  corporation,,2020,01/06/20,20200306,USD,24643.72,3/17/20 0:00,0,,2020-01-06,2020-03-06,2020-03-17,11.0,Late,AllSectors,60,24643.72,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
219,1930333198.0,200794332,COST systems,,2020,01/02/20,20200117,USD,20557.14,1/17/20 0:00,0,,2020-01-02,2020-01-17,2020-01-17,0.0,OnTime,AllSectors,15,20557.14,10,29876.434653465345,4,12959.068292682929,5,19066.343137254906,0,0.0,0,0.0
220,2960540514.0,140106408,WAL-M co,,2019,04/07/19,20190417,CAD,9536.62,4/25/19 0:00,0,,2019-04-07,2019-04-17,2019-04-25,8.0,Late,AllSectors,10,6961.7326,0,0.0,0,0.0,1,41607.55454545454,0,0.0,0,0.0
221,1930034353.0,200749782,KROG corp,,2019,10/20/19,20191104,USD,8301.45,11/04/19 0:00,0,,2019-10-20,2019-11-04,2019-11-04,0.0,OnTime,AllSectors,15,8301.45,0,0.0,2,47470.27619047619,1,23390.172727272726,0,0.0,0,0.0
222,1928600406.0,200769623,WAL-MAR systems,Retail,2019,01/12/19,20190127,USD,15823.03,1/23/19 0:00,0,,2019-01-12,2019-01-27,2019-01-23,-4.0,Early,Retail,15,15823.03,4,22928.37073170732,0,0.0,0,0.0,0,0.0,0,0.0
223,1929050506.0,200526831,PERISH ,,2019,3/28/19,20190412,USD,134457.26,04/11/19 0:00,0,,2019-03-28,2019-04-12,2019-04-11,-1.0,Early,AllSectors,15,134457.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
224,1929647276.0,200418007,AM ,,2019,7/26/19,20190810,USD,3476.52,08/12/19 0:00,0,,2019-07-26,2019-08-10,2019-08-12,2.0,Late,AllSectors,15,3476.52,1,66110.07272727272,1,381.8181818181818,2,4049.47619047619,0,0.0,0,0.0
225,1930348025.0,200779111,NICH corp,,2020,01/03/20,20200118,USD,495.86,1/24/20 0:00,0,,2020-01-03,2020-01-18,2020-01-24,6.0,Late,AllSectors,15,495.86,1,31866.20909090909,0,0.0,0,0.0,0,0.0,0,0.0
226,1930036604.0,200418007,AM llc,,2019,10/21/19,20191105,USD,642.24,11/05/19 0:00,0,,2019-10-21,2019-11-05,2019-11-05,0.0,OnTime,AllSectors,15,642.24,1,66110.07272727272,1,381.8181818181818,3,3864.6516129032257,0,0.0,0,0.0
227,1930201601.0,200769623,WAL-MAR us,Retail,2019,11/29/19,20191214,USD,16907.57,12/10/19 0:00,0,,2019-11-29,2019-12-14,2019-12-10,-4.0,Early,Retail,15,16907.57,142,23754.39254046445,1,11085.927272727273,26,23470.657471264363,1,791.8272727272727,0,0.0
228,1929238578.0,100031704,DELHAIZE corporation,,2019,05/03/19,20190518,USD,51147.1,5/17/19 0:00,0,,2019-05-03,2019-05-18,2019-05-17,-1.0,Early,AllSectors,15,51147.1,1,54502.93636363636,2,11590.32857142857,2,26661.87619047619,0,0.0,0,0.0
230,1930022059.0,200353024,DECA llc,,2019,10/18/19,20191108,USD,6733.93,11/01/19 0:00,0,,2019-10-18,2019-11-08,2019-11-01,-7.0,Early,AllSectors,21,6733.93,4,114.2048780487805,0,0.0,0,0.0,0,0.0,0,0.0
231,1929576790.0,200769623,WAL-MAR co,Retail,2019,07/05/19,20190720,USD,44952.8,7/16/19 0:00,0,,2019-07-05,2019-07-20,2019-07-16,-4.0,Early,Retail,15,44952.8,78,22200.330217669652,1,11085.927272727273,14,21987.720567375887,1,791.8272727272727,0,0.0
232,1928858925.0,200353024,DECA corp,,2019,2/26/19,20190311,USD,49.44,03/04/19 0:00,0,,2019-02-26,2019-03-11,2019-03-04,-7.0,Early,AllSectors,13,49.44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
233,1928892907.0,200418007,AM llc,,2019,03/04/19,20190508,USD,72721.08,3/25/19 0:00,0,,2019-03-04,2019-05-08,2019-03-25,-44.0,Early,AllSectors,65,72721.08,0,0.0,1,381.8181818181818,1,7081.872727272727,0,0.0,0,0.0
234,1929566088.0,200793568,SUPE trust,,2019,07/01/19,20190716,USD,54073.74,7/17/19 0:00,0,,2019-07-01,2019-07-16,2019-07-17,1.0,Late,AllSectors,15,54073.74,1,5557.263636363636,0,0.0,1,9239.063636363635,0,0.0,0,0.0
